id,name,brand_id,address,district_id,price_min,price_max,price_avg,rating,review_count,shop_type,business_hours,is_24h,open_date,status,coordinates_lng,coordinates_lat
1300,彭水县老火锅,4,彭水县456号,36,103,158,115,4.8,4329,老字号,10:00-23:00,False,2015-06-04,1,106.5196076,29.5556841
1301,沙坪坝区地道老火锅,5,沙坪坝区334号,4,108,161,121,4.7,2751,老字号,9:00-23:00,False,2006-11-07,1,106.5527183,29.5815326
1302,巴南区重庆火锅,8,巴南区213号,9,164,237,193,3.8,4066,网红店,9:00-23:00,False,2019-05-08,1,106.6053868,29.570921
1303,江北区重庆老火锅,,江北区98号,2,68,117,84,3.6,3279,老字号,10:00-23:00,False,2012-11-06,1,106.4947218,29.5168736
1304,巴南区老火锅,7,巴南区153号,9,187,227,199,4.6,1445,网红店,10:00-23:00,False,2009-01-10,1,106.5919673,29.5297401
1305,大渡口区地道老火锅,,大渡口区313号,6,165,202,177,4.2,3953,网红店,11:00-23:00,False,2015-09-27,1,106.5725134,29.5717381
1306,奉节县重庆火锅,1,奉节县364号,30,110,156,134,3.8,273,老字号,10:00-23:00,False,2008-01-27,1,106.6282065,29.4968863
1307,巫山县老火锅,,巫山县16号,31,158,221,184,4.8,4339,网红店,9:00-23:00,False,2019-03-20,1,106.5758256,29.5678593
1308,巫山县地道老火锅,5,巫山县467号,31,111,172,135,3.6,923,网红店,11:00-23:00,False,2010-06-11,1,106.5378509,29.5849489
1309,巴南区重庆老火锅,,巴南区207号,9,58,114,80,4.0,3282,社区店,10:00-23:00,False,2017-08-21,1,106.5393056,29.5127461
1310,江北区老火锅,,江北区316号,2,109,168,119,4.6,1896,老字号,10:00-23:00,False,2015-10-16,1,106.501496,29.5477692
1311,九龙坡区地道老火锅,7,九龙坡区142号,5,61,137,89,3.7,3650,社区店,10:00-23:00,False,2005-11-28,1,106.5854252,29.5650385
1312,武隆区地道火锅,,武隆区200号,24,39,113,69,3.9,1599,社区店,10:00-23:00,False,2023-09-03,1,106.5098714,29.5386816
1313,大渡口区老火锅,9,大渡口区134号,6,70,115,86,4.1,3511,社区店,9:00-23:00,False,2006-08-11,1,106.6241066,29.5479368
1314,巴南区老老火锅,,巴南区458号,9,59,98,74,4.6,2369,社区店,10:00-23:00,False,2025-08-22,1,106.5420362,29.5309237
1315,渝中区老火锅,5,渝中区73号,1,115,175,134,4.7,1807,网红店,9:00-23:00,False,2007-08-07,1,106.6419352,29.5539569
1316,梁平区老火锅,,梁平区287号,23,32,95,60,3.8,3712,社区店,10:00-23:00,False,2023-07-25,1,106.4916371,29.6061695
1317,丰都县地道老火锅,7,丰都县440号,26,214,288,239,4.1,4221,网红店,10:00-23:00,False,2010-03-29,1,106.5969298,29.5210151
1318,南岸区老老火锅,8,南岸区302号,3,69,114,92,4.3,4068,老字号,9:00-23:00,False,2010-05-21,1,106.556825,29.5534255
1319,江北区老老火锅,,江北区373号,2,93,159,116,4.0,2915,连锁,10:00-23:00,False,2007-10-14,1,106.5215355,29.5532795
1320,渝中区地道老火锅,9,渝中区193号,1,80,126,101,4.4,2992,老字号,9:00-23:00,False,2021-09-16,1,106.5908775,29.5295801
1321,秀山县地道老火锅,7,秀山县170号,34,155,213,179,4.0,1143,网红店,11:00-23:00,False,2012-03-29,1,106.5134322,29.5922967
1322,彭水县老火锅,3,彭水县275号,36,59,107,77,3.6,4927,社区店,10:00-23:00,False,2008-02-01,1,106.5626897,29.5514136
1323,开州区老老火锅,9,开州区297号,22,54,117,81,3.5,3212,老字号,00:00-24:00,True,2017-05-20,1,106.4670988,29.5644995
1324,石柱县重庆火锅,8,石柱县64号,33,136,176,148,4.4,1743,连锁,10:00-23:00,False,2008-02-23,1,106.5513716,29.5185354
1325,江北区地道火锅,3,江北区406号,2,65,138,90,4.3,3908,社区店,11:00-23:00,False,2015-08-26,1,106.5364268,29.5156966
1326,大渡口区地道老火锅,1,大渡口区36号,6,79,144,103,4.8,4591,老字号,10:00-23:00,False,2023-08-26,1,106.5778989,29.5475035
1327,九龙坡区老火锅,,九龙坡区368号,5,55,119,74,4.7,2151,社区店,9:00-23:00,False,2007-09-29,1,106.5983333,29.5441789
1328,江北区老老火锅,9,江北区63号,2,45,97,73,4.2,2875,社区店,10:00-23:00,False,2009-09-24,1,106.567746,29.5581358
1329,大足区地道火锅,1,大足区446号,17,121,191,144,3.5,1726,老字号,11:00-23:00,False,2025-05-07,1,106.4675096,29.5310011
1330,云阳县重庆火锅,,云阳县211号,29,56,118,83,4.6,1592,老字号,11:00-23:00,False,2014-10-15,1,106.5660994,29.5172044
1331,沙坪坝区重庆老火锅,2,沙坪坝区172号,4,100,144,124,4.0,331,老字号,10:00-23:00,False,2011-07-07,1,106.4867143,29.5602665
1332,北碚区老老火锅,1,北碚区217号,7,56,118,81,4.5,3434,社区店,00:00-24:00,True,2025-08-17,1,106.5406152,29.6066855
1333,巴南区重庆老火锅,,巴南区453号,9,53,113,70,4.2,649,社区店,11:00-23:00,False,2023-12-05,1,106.5162637,29.5625892
1334,南岸区地道老火锅,,南岸区136号,3,114,178,140,4.5,2413,网红店,11:00-23:00,False,2020-04-26,1,106.5481155,29.5548427
1335,沙坪坝区地道老火锅,,沙坪坝区68号,4,125,184,150,4.5,434,老字号,11:00-23:00,False,2022-10-08,1,106.4891555,29.6122707
1336,江北区老老火锅,10,江北区334号,2,118,161,131,3.6,2573,老字号,00:00-24:00,True,2022-04-19,1,106.5755155,29.5419838
1337,巴南区重庆老火锅,9,巴南区191号,9,124,168,137,4.3,3268,连锁,11:00-23:00,False,2007-07-14,1,106.5523854,29.5772121
1338,万州区老老火锅,,万州区429号,10,103,179,131,4.3,1629,网红店,10:00-23:00,False,2024-04-19,1,106.549064,29.5926061
1339,大渡口区重庆老火锅,1,大渡口区415号,6,104,161,115,4.1,1447,连锁,11:00-23:00,False,2010-07-06,1,106.6156253,29.5138118
1340,大渡口区地道老火锅,4,大渡口区63号,6,54,90,69,4.1,4512,社区店,10:00-23:00,False,2012-09-01,1,106.5655779,29.5111035
1341,城口县地道老火锅,2,城口县203号,25,137,183,148,4.6,2943,网红店,9:00-23:00,False,2017-09-17,1,106.5474748,29.543615
1342,潼南区重庆老火锅,6,潼南区317号,20,182,252,205,3.6,3357,网红店,9:00-23:00,False,2013-09-01,1,106.5529847,29.5266923
1343,南岸区老火锅,1,南岸区382号,3,101,165,131,3.8,648,连锁,11:00-23:00,False,2023-02-07,1,106.5371051,29.5644614
1344,巫溪县地道老火锅,5,巫溪县116号,32,205,255,216,3.8,4312,网红店,9:00-23:00,False,2017-11-25,1,106.6287324,29.5755706
1345,渝中区地道老火锅,10,渝中区151号,1,113,144,124,4.0,2235,老字号,11:00-23:00,False,2022-08-26,1,106.638387,29.5259224
1346,武隆区地道火锅,5,武隆区33号,24,49,88,68,4.5,3903,社区店,10:00-23:00,False,2010-02-01,1,106.523145,29.5444754
1347,南川区老火锅,8,南川区185号,15,122,190,150,3.8,4712,老字号,11:00-23:00,False,2014-04-03,1,106.5817686,29.5620357
1348,巴南区老火锅,1,巴南区113号,9,154,219,177,4.7,4872,网红店,11:00-23:00,False,2008-11-17,1,106.5549319,29.5789503
1349,大渡口区地道火锅,10,大渡口区33号,6,91,137,117,3.6,3457,老字号,00:00-24:00,True,2020-03-21,1,106.6048938,29.5099863
1350,巴南区地道火锅,8,巴南区448号,9,127,189,148,4.5,193,老字号,10:00-23:00,False,2014-03-13,1,106.5958112,29.5438602
1351,巴南区老老火锅,,巴南区4号,9,170,232,198,4.7,4035,网红店,00:00-24:00,True,2018-09-25,1,106.5713136,29.5435882
1352,秀山县老老火锅,,秀山县371号,34,123,176,137,4.7,4909,老字号,10:00-23:00,False,2016-12-24,1,106.5190303,29.5791567
1353,大渡口区老火锅,10,大渡口区126号,6,111,170,127,4.4,580,连锁,11:00-23:00,False,2014-07-05,1,106.5617858,29.555215
1354,秀山县重庆火锅,1,秀山县183号,34,109,173,130,3.9,2685,老字号,9:00-23:00,False,2012-11-12,1,106.5129372,29.5982657
1355,武隆区老老火锅,7,武隆区195号,24,119,187,148,3.5,4355,老字号,10:00-23:00,False,2017-01-23,1,106.4964735,29.5944912
1356,垫江县老老火锅,,垫江县397号,27,93,158,122,4.2,82,老字号,11:00-23:00,False,2014-10-27,1,106.5702893,29.5790671
1357,南岸区地道火锅,7,南岸区19号,3,121,178,138,4.1,3471,老字号,10:00-23:00,False,2016-12-01,1,106.494961,29.5937022
1358,石柱县重庆老火锅,4,石柱县466号,33,67,138,90,4.3,2571,老字号,10:00-23:00,False,2006-04-09,1,106.5482439,29.5646952
1359,渝北区老老火锅,9,渝北区357号,8,108,162,129,4.0,3857,网红店,10:00-23:00,False,2011-11-09,1,106.5822371,29.5428922
1360,石柱县地道火锅,9,石柱县57号,33,85,158,111,4.5,2269,老字号,9:00-23:00,False,2010-08-15,1,106.5637026,29.5529843
1361,璧山区老老火锅,10,璧山区385号,18,48,96,70,4.1,4088,社区店,9:00-23:00,False,2012-08-04,1,106.5144764,29.5287587
1362,南川区老火锅,10,南川区490号,15,205,244,220,4.0,254,网红店,10:00-23:00,False,2007-01-09,1,106.5514652,29.6054744
1363,沙坪坝区地道老火锅,5,沙坪坝区167号,4,54,90,67,4.5,1247,社区店,10:00-23:00,False,2020-08-23,1,106.5237116,29.619233
1364,沙坪坝区老火锅,10,沙坪坝区201号,4,64,142,93,4.7,3185,老字号,11:00-23:00,False,2011-06-13,1,106.4710419,29.5607496
1365,沙坪坝区老老火锅,10,沙坪坝区205号,4,72,140,95,3.6,2134,老字号,00:00-24:00,True,2008-09-01,1,106.5183548,29.6349442
1366,沙坪坝区地道老火锅,,沙坪坝区480号,4,66,118,80,4.2,2354,连锁,9:00-23:00,False,2018-06-19,1,106.5260852,29.6382722
1367,北碚区重庆火锅,1,北碚区246号,7,35,85,61,3.9,1920,社区店,9:00-23:00,False,2018-02-20,1,106.5344161,29.543688
1368,大渡口区老火锅,3,大渡口区313号,6,197,241,208,4.7,4938,网红店,9:00-23:00,False,2020-07-30,1,106.592604,29.4989127
1369,北碚区重庆火锅,3,北碚区482号,7,127,178,140,4.3,2742,连锁,10:00-23:00,False,2017-07-10,1,106.5858266,29.5510796
1370,大渡口区地道火锅,,大渡口区381号,6,210,266,233,4.4,915,网红店,11:00-23:00,False,2024-03-01,1,106.5609767,29.5317668
1371,南岸区地道老火锅,,南岸区288号,3,184,233,196,4.7,3275,网红店,9:00-23:00,False,2017-04-12,1,106.5089101,29.5981944
1372,涪陵区地道老火锅,2,涪陵区219号,11,71,122,89,3.9,3997,连锁,00:00-24:00,True,2015-02-14,1,106.5633097,29.5123682
1373,彭水县老老火锅,2,彭水县499号,36,100,149,127,4.7,126,网红店,10:00-23:00,False,2011-05-17,1,106.5360149,29.5461013
1374,南川区老火锅,3,南川区9号,15,106,159,123,4.2,1993,连锁,9:00-23:00,False,2019-02-23,1,106.53478,29.5607903
1375,秀山县老火锅,4,秀山县440号,34,81,132,109,4.8,4075,连锁,00:00-24:00,True,2012-10-21,1,106.5556269,29.6109756
1376,巴南区重庆火锅,5,巴南区431号,9,140,194,170,4.6,3137,网红店,10:00-23:00,False,2020-07-19,1,106.5483334,29.5305209
1377,渝北区重庆火锅,7,渝北区219号,8,59,116,73,3.8,428,社区店,9:00-23:00,False,2014-10-05,1,106.5576056,29.5309893
1378,南岸区重庆老火锅,7,南岸区349号,3,85,132,111,4.6,2658,连锁,11:00-23:00,False,2009-03-03,1,106.5258773,29.5916629
1379,江北区地道老火锅,8,江北区2号,2,97,159,123,4.0,4569,老字号,10:00-23:00,False,2025-06-27,1,106.5706315,29.5655152
1380,九龙坡区重庆老火锅,3,九龙坡区52号,5,94,169,119,3.5,3043,老字号,9:00-23:00,False,2017-03-19,1,106.5746059,29.5789225
1381,沙坪坝区地道老火锅,2,沙坪坝区442号,4,99,170,124,4.4,2712,连锁,10:00-23:00,False,2012-03-28,1,106.5070654,29.6311173
1382,潼南区重庆火锅,7,潼南区245号,20,126,163,137,4.5,1482,老字号,9:00-23:00,False,2006-02-02,1,106.5679214,29.5981037
1383,沙坪坝区老火锅,10,沙坪坝区263号,4,33,106,61,4.6,3720,社区店,10:00-23:00,False,2016-10-25,1,106.5299445,29.6178325
1384,北碚区老老火锅,4,北碚区276号,7,162,223,185,4.0,4210,网红店,10:00-23:00,False,2022-10-08,1,106.6052677,29.5940093
1385,丰都县地道老火锅,5,丰都县220号,26,94,140,120,4.6,4076,连锁,11:00-23:00,False,2014-06-22,1,106.5895098,29.5365077
1386,巴南区地道火锅,1,巴南区250号,9,139,193,149,3.6,3780,网红店,11:00-23:00,False,2013-11-04,1,106.5481315,29.5638078
1387,梁平区地道火锅,2,梁平区13号,23,229,270,244,4.0,3437,网红店,9:00-23:00,False,2005-12-17,1,106.5016486,29.5726288
1388,渝中区重庆火锅,3,渝中区69号,1,238,300,250,4.0,246,网红店,9:00-23:00,False,2012-04-30,1,106.5613502,29.5917997
1389,江北区重庆火锅,9,江北区146号,2,66,109,89,4.1,4246,社区店,11:00-23:00,False,2017-01-26,1,106.5041979,29.5719613
1390,江津区重庆老火锅,3,江津区464号,14,94,145,112,3.9,3925,连锁,10:00-23:00,False,2021-11-16,1,106.5348476,29.6118718
1391,沙坪坝区地道火锅,3,沙坪坝区345号,4,53,111,66,4.4,4658,社区店,11:00-23:00,False,2008-09-25,1,106.4929925,29.5713799
1392,潼南区地道火锅,2,潼南区215号,20,94,164,117,3.9,3797,老字号,11:00-23:00,False,2020-10-19,1,106.5347595,29.5896123
1393,渝北区地道火锅,,渝北区15号,8,98,165,116,4.2,566,连锁,10:00-23:00,False,2018-06-19,1,106.5251019,29.562836
1394,渝北区老老火锅,2,渝北区59号,8,69,118,94,4.0,3711,连锁,11:00-23:00,False,2006-03-11,1,106.6017545,29.5538828
1395,大足区地道老火锅,2,大足区452号,17,59,124,80,3.6,3906,连锁,10:00-23:00,False,2008-11-16,1,106.5033939,29.5004548
1396,丰都县地道火锅,7,丰都县23号,26,91,149,118,4.2,518,老字号,9:00-23:00,False,2011-01-22,1,106.530473,29.5572948
1397,南岸区老火锅,1,南岸区487号,3,76,115,93,4.5,3045,老字号,11:00-23:00,False,2010-08-12,1,106.4647958,29.5857139
1398,九龙坡区地道火锅,9,九龙坡区65号,5,95,155,105,4.5,4461,老字号,9:00-23:00,False,2015-03-13,1,106.5397633,29.5648045
1399,石柱县重庆老火锅,4,石柱县238号,33,68,119,87,4.7,3050,社区店,11:00-23:00,False,2023-06-07,1,106.4768258,29.5124584
1400,大渡口区地道火锅,3,大渡口区122号,6,66,113,84,4.7,501,连锁,9:00-23:00,False,2013-03-12,1,106.61617,29.5772677
1401,开州区重庆火锅,9,开州区38号,22,69,127,94,4.3,654,连锁,11:00-23:00,False,2012-06-11,1,106.4753436,29.6212885
1402,江津区地道老火锅,7,江津区389号,14,50,117,76,4.6,3707,社区店,10:00-23:00,False,2012-12-28,1,106.5618133,29.5820273
1403,巴南区重庆火锅,2,巴南区427号,9,138,174,150,3.6,3443,老字号,10:00-23:00,False,2016-03-14,1,106.583769,29.5780528
1404,巫山县重庆老火锅,9,巫山县284号,31,146,204,160,4.0,3096,网红店,10:00-23:00,False,2010-05-16,1,106.5412955,29.5373902
1405,梁平区地道老火锅,,梁平区68号,23,73,141,103,4.4,1358,连锁,11:00-23:00,False,2007-04-07,1,106.5029356,29.5566192
1406,渝中区重庆火锅,5,渝中区204号,1,55,116,79,3.6,1031,社区店,10:00-23:00,False,2007-03-24,1,106.6243075,29.5674792
1407,大渡口区老老火锅,7,大渡口区327号,6,88,140,107,4.7,4024,老字号,10:00-23:00,False,2022-08-06,1,106.6308676,29.5287844
1408,南岸区老老火锅,6,南岸区447号,3,54,104,70,3.9,2056,社区店,9:00-23:00,False,2008-08-18,1,106.5283015,29.5618113
1409,沙坪坝区地道老火锅,2,沙坪坝区262号,4,143,189,168,3.8,514,网红店,11:00-23:00,False,2007-10-05,1,106.5587578,29.5786652
1410,江北区老火锅,10,江北区460号,2,131,195,160,4.4,1872,网红店,9:00-23:00,False,2009-01-17,1,106.5689299,29.5278938
1411,渝中区老老火锅,,渝中区52号,1,64,129,94,3.9,4910,连锁,11:00-23:00,False,2019-06-19,1,106.6394745,29.5511957
1412,沙坪坝区老火锅,,沙坪坝区201号,4,116,173,126,4.7,4896,连锁,10:00-23:00,False,2014-05-23,1,106.5081798,29.6194038
1413,潼南区老老火锅,9,潼南区328号,20,71,107,84,4.6,270,老字号,9:00-23:00,False,2009-06-22,1,106.5521961,29.5601435
1414,铜梁区地道火锅,,铜梁区394号,19,90,138,105,4.2,1318,连锁,11:00-23:00,False,2012-01-05,1,106.5236546,29.5371101
1415,巴南区地道火锅,10,巴南区210号,9,132,186,154,4.2,2972,网红店,9:00-23:00,False,2008-03-31,1,106.5283018,29.5091521
1416,丰都县老火锅,7,丰都县413号,26,66,128,94,4.3,2619,老字号,11:00-23:00,False,2022-09-25,1,106.5528674,29.5241525
1417,江北区老老火锅,2,江北区130号,2,155,223,185,4.5,1234,网红店,10:00-23:00,False,2006-07-12,1,106.5678595,29.5619735
1418,南岸区地道老火锅,3,南岸区46号,3,156,212,186,4.2,4520,网红店,9:00-23:00,False,2014-07-03,1,106.5025183,29.562193
1419,沙坪坝区老老火锅,3,沙坪坝区231号,4,128,175,153,4.0,690,网红店,9:00-23:00,False,2006-11-24,1,106.5512108,29.5951811
1420,沙坪坝区地道火锅,,沙坪坝区242号,4,70,122,86,4.0,4903,老字号,10:00-23:00,False,2019-07-04,1,106.4675699,29.5700356
1421,渝中区老老火锅,2,渝中区114号,1,144,191,161,3.6,3416,网红店,9:00-23:00,False,2008-11-21,1,106.5672878,29.6020237
1422,彭水县重庆老火锅,8,彭水县351号,36,89,134,112,4.3,3575,老字号,10:00-23:00,False,2016-02-10,1,106.5148008,29.5841556
1423,巫溪县地道火锅,8,巫溪县247号,32,65,111,77,3.6,1998,社区店,11:00-23:00,False,2011-06-20,1,106.5539695,29.6214899
1424,渝北区重庆老火锅,7,渝北区121号,8,237,297,248,4.2,4525,网红店,9:00-23:00,False,2025-08-21,1,106.6089755,29.5428875
1425,北碚区地道老火锅,10,北碚区299号,7,192,250,216,4.0,3129,网红店,10:00-23:00,False,2018-10-03,1,106.5605409,29.5472422
1426,渝北区重庆火锅,9,渝北区471号,8,232,285,249,3.8,3117,网红店,11:00-23:00,False,2011-02-10,1,106.5803589,29.5524212
1427,巫山县老火锅,8,巫山县21号,31,99,170,125,4.1,1107,连锁,11:00-23:00,False,2012-10-02,1,106.6126864,29.5572355
1428,奉节县老老火锅,1,奉节县259号,30,53,101,80,3.7,3524,社区店,9:00-23:00,False,2016-08-16,1,106.5439923,29.5445743
1429,云阳县重庆火锅,3,云阳县372号,29,199,259,219,4.5,493,网红店,10:00-23:00,False,2010-01-09,1,106.6148602,29.5477024
1430,武隆区老老火锅,6,武隆区150号,24,45,118,69,4.5,172,社区店,10:00-23:00,False,2015-03-07,1,106.4807347,29.5880915
1431,垫江县老火锅,,垫江县389号,27,102,164,121,4.8,4839,网红店,00:00-24:00,True,2008-02-11,1,106.602103,29.5078863
1432,南岸区老火锅,5,南岸区374号,3,56,91,66,3.5,3046,社区店,10:00-23:00,False,2015-09-16,1,106.5282685,29.5656642
1433,大渡口区老老火锅,4,大渡口区231号,6,206,278,228,4.1,1685,网红店,9:00-23:00,False,2016-05-24,1,106.5484341,29.5729728
1434,江北区重庆火锅,,江北区104号,2,47,104,65,4.0,1013,社区店,00:00-24:00,True,2022-04-27,1,106.5332652,29.5372431
1435,九龙坡区重庆老火锅,2,九龙坡区486号,5,118,158,137,4.8,2985,网红店,11:00-23:00,False,2012-03-29,1,106.5416333,29.5762078
1436,梁平区地道火锅,6,梁平区231号,23,96,155,115,3.7,1989,老字号,11:00-23:00,False,2006-04-17,1,106.4723325,29.5305915
1437,北碚区老老火锅,3,北碚区124号,7,76,136,92,4.0,3657,连锁,10:00-23:00,False,2012-08-01,1,106.5598761,29.6046951
1438,涪陵区地道老火锅,7,涪陵区429号,11,112,174,134,3.6,3058,网红店,9:00-23:00,False,2011-01-19,1,106.5537337,29.5559313
1439,江北区重庆火锅,8,江北区457号,2,60,135,86,4.6,3311,老字号,11:00-23:00,False,2021-02-05,1,106.530237,29.5522075
1440,北碚区重庆老火锅,6,北碚区178号,7,63,115,76,4.8,418,社区店,11:00-23:00,False,2018-06-23,1,106.6067738,29.5464987
1441,南岸区地道老火锅,2,南岸区464号,3,117,165,141,4.1,1886,老字号,11:00-23:00,False,2018-10-21,1,106.483953,29.5692421
1442,江津区重庆老火锅,6,江津区323号,14,59,110,86,4.6,4238,社区店,10:00-23:00,False,2024-05-12,1,106.6074865,29.6348765
1443,南岸区地道火锅,8,南岸区297号,3,66,136,94,3.9,3451,老字号,9:00-23:00,False,2015-07-26,1,106.5512628,29.5615335
1444,忠县老老火锅,5,忠县425号,28,56,115,84,3.7,2196,社区店,9:00-23:00,False,2022-05-09,1,106.4956926,29.5036368
1445,渝北区老老火锅,9,渝北区65号,8,103,160,132,4.5,1592,连锁,10:00-23:00,False,2006-12-13,1,106.5834156,29.5780254
1446,渝北区重庆火锅,4,渝北区326号,8,152,190,163,4.3,1646,网红店,11:00-23:00,False,2014-11-17,1,106.5230588,29.5799063
1447,南岸区老火锅,4,南岸区76号,3,123,174,140,4.1,471,连锁,11:00-23:00,False,2014-02-25,1,106.5485455,29.5627734
1448,南岸区重庆火锅,9,南岸区484号,3,107,177,137,4.7,3454,连锁,9:00-23:00,False,2023-08-17,1,106.5089916,29.5510394
1449,巴南区重庆老火锅,,巴南区384号,9,106,150,125,3.8,2564,老字号,11:00-23:00,False,2022-05-18,1,106.5826143,29.5387367
1450,渝中区老火锅,5,渝中区496号,1,67,120,84,4.0,3207,社区店,11:00-23:00,False,2015-12-18,1,106.6006453,29.5275083
1451,大渡口区重庆老火锅,2,大渡口区417号,6,118,185,145,4.5,3264,网红店,10:00-23:00,False,2021-03-18,1,106.6371879,29.557622
1452,梁平区重庆火锅,10,梁平区153号,23,103,173,131,4.8,3910,连锁,9:00-23:00,False,2018-04-07,1,106.5213239,29.5602912
1453,江北区地道火锅,9,江北区37号,2,51,96,69,3.8,3337,社区店,00:00-24:00,True,2014-09-13,1,106.5282859,29.5627647
1454,沙坪坝区重庆老火锅,6,沙坪坝区342号,4,118,157,136,3.9,1824,老字号,11:00-23:00,False,2023-05-31,1,106.4724025,29.5766889
1455,奉节县老老火锅,2,奉节县252号,30,64,111,84,4.3,4021,社区店,10:00-23:00,False,2025-09-04,1,106.5777993,29.5223315
1456,九龙坡区地道火锅,10,九龙坡区252号,5,119,184,141,4.5,611,网红店,10:00-23:00,False,2008-12-02,1,106.5367324,29.5557782
1457,巴南区重庆老火锅,,巴南区61号,9,76,117,86,4.7,2091,社区店,11:00-23:00,False,2024-12-07,1,106.5666383,29.558452
1458,沙坪坝区地道火锅,6,沙坪坝区455号,4,120,182,132,4.4,1771,老字号,11:00-23:00,False,2012-10-16,1,106.5478699,29.6269184
1459,江北区老老火锅,2,江北区3号,2,99,172,128,3.7,2877,连锁,11:00-23:00,False,2010-06-03,1,106.5092347,29.5200885
1460,北碚区重庆火锅,8,北碚区406号,7,63,131,86,4.2,4484,连锁,9:00-23:00,False,2024-09-07,1,106.5833852,29.5908296
1461,南岸区地道老火锅,,南岸区482号,3,143,185,159,3.6,843,网红店,10:00-23:00,False,2024-07-20,1,106.5502154,29.6226424
1462,南岸区地道老火锅,,南岸区11号,3,224,289,244,4.8,1914,网红店,11:00-23:00,False,2020-06-29,1,106.5060424,29.627007
1463,大渡口区老火锅,,大渡口区192号,6,54,108,64,4.2,420,社区店,10:00-23:00,False,2022-01-15,1,106.5606194,29.53815
1464,北碚区地道火锅,,北碚区331号,7,82,124,92,3.5,2142,连锁,11:00-23:00,False,2010-11-01,1,106.5888199,29.5776671
1465,渝北区重庆老火锅,6,渝北区355号,8,77,125,101,4.4,4933,连锁,10:00-23:00,False,2022-09-22,1,106.6104794,29.5317976
1466,渝北区地道老火锅,8,渝北区491号,8,180,236,207,3.6,3532,网红店,11:00-23:00,False,2010-05-20,1,106.5883207,29.5707757
1467,北碚区老老火锅,10,北碚区159号,7,88,131,111,3.6,4021,老字号,11:00-23:00,False,2023-10-01,1,106.6061155,29.5705126
1468,巴南区地道老火锅,2,巴南区158号,9,72,135,91,4.6,1173,连锁,11:00-23:00,False,2011-05-30,1,106.596648,29.5765658
1469,酉阳县老火锅,5,酉阳县17号,35,115,162,127,4.0,620,老字号,11:00-23:00,False,2024-01-15,1,106.4846562,29.5047611
1470,巴南区老老火锅,7,巴南区34号,9,109,175,136,3.8,4727,老字号,10:00-23:00,False,2024-11-21,1,106.51709,29.5687164
1471,渝北区重庆火锅,,渝北区126号,8,98,140,114,3.7,2962,连锁,10:00-23:00,False,2021-04-30,1,106.5113317,29.5787792
1472,巴南区重庆老火锅,1,巴南区200号,9,59,129,83,4.8,4185,社区店,9:00-23:00,False,2015-03-30,1,106.551087,29.5101401
1473,丰都县重庆火锅,,丰都县340号,26,51,113,68,4.4,58,社区店,9:00-23:00,False,2023-12-26,1,106.5832559,29.5833066
1474,丰都县重庆火锅,6,丰都县247号,26,100,156,124,4.0,2851,老字号,11:00-23:00,False,2016-11-10,1,106.5687751,29.5410573
1475,江北区重庆火锅,6,江北区390号,2,119,161,133,4.0,491,连锁,9:00-23:00,False,2015-04-08,1,106.5742742,29.5632415
1476,渝中区地道老火锅,,渝中区338号,1,180,245,202,4.1,675,网红店,11:00-23:00,False,2007-02-11,1,106.5487089,29.5440916
1477,南岸区地道老火锅,9,南岸区138号,3,98,174,127,3.9,50,网红店,9:00-23:00,False,2017-05-24,1,106.4706406,29.5680829
1478,铜梁区老火锅,6,铜梁区47号,19,85,124,104,4.2,111,老字号,9:00-23:00,False,2020-08-05,1,106.5823673,29.5125251
1479,江北区地道老火锅,4,江北区379号,2,75,128,95,4.6,1107,老字号,11:00-23:00,False,2020-12-25,1,106.5305169,29.5733624
1480,巴南区地道火锅,8,巴南区471号,9,86,154,105,4.2,4135,连锁,10:00-23:00,False,2013-12-02,1,106.6100071,29.5202594
1481,北碚区老火锅,1,北碚区423号,7,39,107,60,4.7,1890,社区店,11:00-23:00,False,2008-04-06,1,106.5659459,29.5652821
1482,永川区老老火锅,2,永川区368号,12,232,271,245,3.6,4439,网红店,9:00-23:00,False,2013-08-23,1,106.5203283,29.5752063
1483,九龙坡区地道老火锅,3,九龙坡区352号,5,78,139,106,4.2,964,连锁,9:00-23:00,False,2020-01-27,1,106.6185766,29.5817103
1484,渝北区重庆老火锅,2,渝北区399号,8,95,156,108,4.8,2776,连锁,9:00-23:00,False,2022-03-15,1,106.5971948,29.5058166
1485,北碚区地道老火锅,,北碚区268号,7,71,126,94,3.9,2183,老字号,9:00-23:00,False,2018-07-01,1,106.5674285,29.5560281
1486,垫江县重庆老火锅,4,垫江县72号,27,109,161,129,4.5,3690,老字号,9:00-23:00,False,2009-05-12,1,106.5931937,29.5310187
1487,奉节县地道老火锅,2,奉节县198号,30,118,190,141,3.6,2793,连锁,10:00-23:00,False,2007-03-31,1,106.6324903,29.5493782
1488,巴南区老老火锅,9,巴南区281号,9,206,281,231,3.5,4396,网红店,11:00-23:00,False,2007-11-05,1,106.6113339,29.5342476
1489,南岸区重庆老火锅,4,南岸区214号,3,104,177,130,3.9,894,连锁,11:00-23:00,False,2014-07-26,1,106.5507374,29.5683892
1490,南岸区老火锅,10,南岸区431号,3,67,116,89,4.8,2978,社区店,10:00-23:00,False,2018-12-22,1,106.4661473,29.5581041
1491,渝北区地道火锅,2,渝北区76号,8,92,153,113,4.0,2026,老字号,9:00-23:00,False,2008-11-20,1,106.5482413,29.5527431
